User,Comment,Date,Reply
https://www.tiktok.com/@karlkanan,That's the PERFECT burger ever! 🥹,Jun-19,4
https://www.tiktok.com/@mikechambers1988,the egg in the onion is clever,Jun-15,4
https://www.tiktok.com/@iflyairplane,Trade out the onion and egg for a dallop of ketchup and it’s a perfect burger. I would accept raw white onion ring as well.,Jun-15,4
https://www.tiktok.com/@thelarryroberts,Would eat.,Jun-15,4
https://www.tiktok.com/@theamyness,American cheese?!,Jun-15,3
https://www.tiktok.com/@williamhollabaugh,"Beautiful, but way too much mustard for me.",Jun-15,3
https://www.tiktok.com/@21_9_gaming_goodness,"Besides American cheese which is by far the worse, this look incredible.",Jun-15,3
https://www.tiktok.com/@l_do_know_sterling,cheese does not belong to a cheeseburger.,08-Sep,3
https://www.tiktok.com/@wildbill115,"Cheeseburger, does not have an egg on it.",Jun-15,3
https://www.tiktok.com/@hippobigfish,Eggs don’t belong with burgers. Sorry,Jun-19,3
https://www.tiktok.com/@roostieboostie,eggs don't go on burgers but pineapple goes on pizza,Jun-17,3
https://www.tiktok.com/@jensberry_hotmail,Forget the haters! Thats looks glorious 🤤,Jun-15,3
https://www.tiktok.com/@troyhutchison84,How are burgs even “unhealthy”,Jun-15,3
https://www.tiktok.com/@stephen55432,"I bet when he took a bite, the whole thing slid out and hit the table.",Jun-15,3
https://www.tiktok.com/@danyaneiimbaku,I need more mayo 😅,Jun-15,3
https://www.tiktok.com/@texokie85,I'll take 2,Jun-15,3
https://www.tiktok.com/@user.james24,Nobody should ever put mustard on a burger.... thats for a hot dog only!,Jun-15,3
https://www.tiktok.com/@redkang26,performative burger,Jun-16,3
https://www.tiktok.com/@donforreal,there is ZERO reason to put lettuce on a burger. it is SO stupid.,Jun-15,3
https://www.tiktok.com/@yoloadilou,Too clean for a burger,Jun-18,3
https://www.tiktok.com/@alchemical_moon,why burger go down last?,07-Apr,3
https://www.tiktok.com/@wh0tfare_you,Why do people not season the patty before putting it in the grill,Jun-15,3
https://www.tiktok.com/@saundey90,"wrong order, it goes bottom bun, patty, ketchup, mustard, pickles, extra onions, lettuce, cheese, tomato, and top bun",Jun-15,3
https://www.tiktok.com/@_grandson007,Boy made a crabby Patty,Jun-15,2
https://www.tiktok.com/@tj_sentry,Burger ahh burger,Jun-14,2
https://www.tiktok.com/@rickc591,Burger should have been the first thing on the grill,Jun-15,2
https://www.tiktok.com/@mikeohwell1959,Can’t do the egg on my burger,Jun-17,2
https://www.tiktok.com/@dalens.cc,Crabby patty premium,Jul-28,2
https://www.tiktok.com/@grey.skies41,Eggs ruin everything except breakfast.,Jun-15,2
https://www.tiktok.com/@jhen.mark.uy.pang,fifth,Jun-14,2
https://www.tiktok.com/@bdh_session,hes got the crabby patty formula,Jun-18,2
https://www.tiktok.com/@shroom_vitality,I bet that Betty is so rare on the inside,Jun-15,2
https://www.tiktok.com/@leh20370,Interesting technique. Worth a try,Jun-15,2
https://www.tiktok.com/@tyrian89,"Keep the salad, more cheese. lol.",Jun-15,2
https://www.tiktok.com/@karanen20,krabby patty ah,Jun-19,2
https://www.tiktok.com/@bolabolaph,Krabby patty?,07-Jul,2
https://www.tiktok.com/@emleaguette,Le poivre pendant la cuisson directement sur la source de chaleur … bah nan,Jun-18,2
https://www.tiktok.com/@justfolko,Let’s take the cheapest excuse for cheese.,Jun-20,2
https://www.tiktok.com/@tank316_,Lettuce and tomato are completely unnecessary on a burger. But putting them below the warm patty is mind boggling.,Jun-15,2
https://www.tiktok.com/@natecrow425,"Looks delicious, but why no ketchup? And why didn’t you cut the stem out of the tomato? 🤔",Jun-16,2
https://www.tiktok.com/@goosepunch,looks good,Jun-14,2
https://www.tiktok.com/@p4p4_j0hn,Looks great but you built it upside down. I’d have to fix that,Jun-15,2
https://www.tiktok.com/@jgreat04,Lost me on the egg,Jun-15,2
https://www.tiktok.com/@jb06505,"More mayo, add ketchup, less mustard, cold condiments on top, no egg, add onion. Actually I guess you made it terribly",Jun-15,2
https://www.tiktok.com/@codyterp,My only question is why does the bun have half seeds 😂,Jul-17,2
https://www.tiktok.com/@dannywebster77,Nice....😁,Jun-15,2
https://www.tiktok.com/@laceymoran6,"No eggs on a cheeseburger, I’ll throw that in the trash",Jun-16,2
https://www.tiktok.com/@thebatteredgorilla,No ketchup! Go face the wall and take that lettuce with you!,Jun-18,2
https://www.tiktok.com/@jaxo112233,Not enough sauce,Jun-15,2
https://www.tiktok.com/@youzrnahmmee,Odd looking ketchup,Jul-27,2
https://www.tiktok.com/@alexis_notrol69,"PLEASE.
no salad, no tamato no egg.",Jun-18,2
https://www.tiktok.com/@car_giul_67,Preparare un panino come se fosse un piatto di alta cucina stellata... Questa è la felicità 😊,Jun-20,2
https://www.tiktok.com/@pedrotoanle285,Putting egg in the onion ring that’s honestly genius😳,Jun-18,2
https://www.tiktok.com/@luisangel.hernandezfelix,Real life crabby patty,Jun-15,2
https://www.tiktok.com/@ahmad.g536,remove that tomato please 🙂,Jun-19,2
https://www.tiktok.com/@karlcxiii,That egg should be no where near that burger lad,Jun-25,2
https://www.tiktok.com/@red_ice1983,That’s an egg McMuffin not cheeseburger,Jun-15,2
https://www.tiktok.com/@saikero213,That’s not ketchup.,Jun-16,2
https://www.tiktok.com/@oliver_heinz,The mayo from the red bottle threw me,Jun-15,2
https://www.tiktok.com/@negester2,The most burger burger I have ever seen,Jul-28,2
https://www.tiktok.com/@joakingkong87,The mustard and mayo switch places and it’s perfect,Jun-15,2
https://www.tiktok.com/@now_why2k25,the onion ruined it,Jun-15,2
https://www.tiktok.com/@futrev14,To much mustard not enough mayo,Jun-15,2
https://www.tiktok.com/@djb0481,Tomato ruins any burger,07-Jun,2
https://www.tiktok.com/@knowingis.5thebattle,"umm ya, I'm gonna need one of those",Jun-15,2
https://www.tiktok.com/@francescarr211,what's with the mustard,Jun-16,2
https://www.tiktok.com/@strange_video1,Where the rest of the seasoning on the burger,Jun-15,2
https://www.tiktok.com/@daingoding,Why are people always trying to add eggs to burgers,Jun-16,2
https://www.tiktok.com/@legendarythreads51,why is the lettuce and tomato on bottom,Jun-15,2
https://www.tiktok.com/@michaelgrepp,would,Jun-15,2
https://www.tiktok.com/@jasminejass33,"You put the pickles on after everything is done not while it’s still cooking. you want the pickles cold, not hot.",Jun-15,2
https://www.tiktok.com/@hungrynotbored,Yum 🔥,Jun-14,2
https://www.tiktok.com/@h0lyth0ts,(looks at the lettuce and tomato) excuse me there appears to be some healthy junk in my cheeseburger,Jun-16,1
https://www.tiktok.com/@cj420_,1 slice of cheese bruh that’s it,Jun-16,1
https://www.tiktok.com/@atraigaming,1st bite pulls entire onion off burger. F,Jun-19,1
https://www.tiktok.com/@kokrramolles,A cheeseburger? With that slice of cheese,Jun-21,1
https://www.tiktok.com/@sleeplesskraken,"Almost perfect, but I'd prefer a runny egg. 🤤😮‍💨",07-Jun,1
https://www.tiktok.com/@sodime0,Am I the only one finding the tomato with the white root in the middle absolutely disgusting?,Jun-23,1
https://www.tiktok.com/@latu0604,amazing work,Jun-28,1
https://www.tiktok.com/@deceptivecon07,"american cheese is the best cheese for a cheeseburger, because it melts without splitting.",Jun-29,1
https://www.tiktok.com/@christ_is_king95,an egg on the burger makes it 10 times better every time,Jun-17,1
https://www.tiktok.com/@guymoonetti,an egg with an onion??? throw the whole burger away,Jul-19,1
https://www.tiktok.com/@tyr36437,an eggion is diabolical,Jun-16,1
https://www.tiktok.com/@kamauzizi,better than McDonald's,Jul-26,1
https://www.tiktok.com/@ram.ram.kateal,bro it's the middle of THE NIGHT NOW IM HUNGRY,Jul-17,1
https://www.tiktok.com/@notisaysme8,Coarse sea salt makes anything fried on a flattop so much better,Jun-15,1
https://www.tiktok.com/@user6785679872561,Cooking the egg in the onion for shape is genius,Jun-20,1
https://www.tiktok.com/@gtholzyke4d,Damn that looks good,Jun-15,1
https://www.tiktok.com/@jefftk8442,"damn these comments are pressed. chill out guys it's a burger, you don't have to eat it if you don't want to",Jun-16,1
https://www.tiktok.com/@yeahthanks2you,Default burger,Jun-16,1
https://www.tiktok.com/@sleptkingg,Didn’t seasons both sides I’m out,Jun-15,1
https://www.tiktok.com/@cheaplinx,double mustard no ketchup😭,Jun-15,1
https://www.tiktok.com/@barranness,😡 Noooo. The Tomato goes on top of the Meat 😡,Jun-15,1
https://www.tiktok.com/@chrimsonhunter,🤤it looks so tasty,Jun-15,1
https://www.tiktok.com/@albertpickreljr69,egg has to have runny yolk...pickles need to be cold....and add mayo,Jun-15,1
https://www.tiktok.com/@dontbanmeplz54,Egg needs to be runnneh 🍳,Jun-16,1
https://www.tiktok.com/@teggyman1993,egg should be over easy,Jun-15,1
https://www.tiktok.com/@randomlvl,Eighth,Jun-14,1
https://www.tiktok.com/@drenry,"Everyone in these comments have such strong feelings about this, meanwhile I’d like two, please 🤤",Jun-15,1
https://www.tiktok.com/@jxelp._,favorite protein source,5 h yang lalu,1
https://www.tiktok.com/@loooolooooli,FINALLY...,07-Dec,1
https://www.tiktok.com/@b00mzhakala,First polite burger ive seen.,08-Sep,1
https://www.tiktok.com/@mursejosh6,For the love of all that is holy stop smashing burgers,Jun-15,1
https://www.tiktok.com/@samsta303_,"for the love of God , keep the egg on the burger",Jun-16,1
https://www.tiktok.com/@yochill915,good way to make a round egg,Jun-15,1
https://www.tiktok.com/@c3po120808,Had to ruin it with mayo,Jun-27,1
https://www.tiktok.com/@papaspapa,ham burger desu oneechan,Jun-16,1
https://www.tiktok.com/@kwabenafredrickod,hey that's my secret formula,Jul-14,1
https://www.tiktok.com/@panchopistolas661,Hey u gotta try the fried egg on a pastrami burger fr 🔥,Jun-15,1
https://www.tiktok.com/@jaystu24,Hot pickles?,Jun-15,1
https://www.tiktok.com/@jeruk_sari,how much?,07-Jan,1
https://www.tiktok.com/@dietherjeffrey,I love burgers,Jun-17,1
https://www.tiktok.com/@djironclaw,I’ll take 10 of those,Jun-15,1
https://www.tiktok.com/@ducatim1200,"I’ll take 2, looks amazing",Jun-16,1
https://www.tiktok.com/@leannetheunicornx,I'd eat that but no pickles or mustard. 😁😁,Jun-15,1
https://www.tiktok.com/@draube,It’s upside down,Jun-16,1
https://www.tiktok.com/@iwillbheard,It's not a corndog all I'd taste is mustard😡,Jun-15,1
https://www.tiktok.com/@cherryjones381,it's not done first if all,Jun-15,1
https://www.tiktok.com/@wihelmina.gaberti,Kraby patty,07-Nov,1
https://www.tiktok.com/@jay_villa13,LOL too perfect,Jun-15,1
https://www.tiktok.com/@uzjoleb,"looks absolutely delicious, but it's not a cheeseburger if it's not just cheese and a burger",Jun-15,1
https://www.tiktok.com/@kambui1973,Looks delicious 😋,Jun-16,1
https://www.tiktok.com/@oasisforthemara,Looks good. But it feels too perfect,Jun-14,1
https://www.tiktok.com/@alwaysin7,looks great. im not a tomato fan myself but you need to salt it individually as well,Jun-19,1
https://www.tiktok.com/@crue.l731,Looks like a Krabby patty 🥺,Jun-15,1
https://www.tiktok.com/@spaghetti_gob,Looks pretty good,Jun-15,1
https://www.tiktok.com/@sloppyquill95,lots of hate in here but this is truly a perfect burger to me. I loved everything about it.,Jun-15,1
https://www.tiktok.com/@lexir7464,love how you used the oinion,Jun-15,1
https://www.tiktok.com/@chriskip666,Love it except for the mayo.,Jun-16,1
https://www.tiktok.com/@itsme25055,Make a saturn burger next🪐,07-Nov,1
https://www.tiktok.com/@dirtymc3030,Masterpiece 🔥,Jun-15,1
https://www.tiktok.com/@ksunals,Max $2,Jun-21,1
https://www.tiktok.com/@tom.neal0,"mayo on bottom bun, fresh black pepper, burger, egg(optional), f those pickles, cheese, lettuce, tomato, mayo/mustard on top bun. in that order.
if youve ever been to cherry cricket in denver, peanut butter on bottom bun, burger with salt and pepper, fried egg(runny), gouda, top bun.
be daring and do a split krispy kreme glazed, cut side out, glazed side on burger.",Jun-17,1
https://www.tiktok.com/@gracieshgrass3_,mmmm everything but the tomato would taste good,08-Oct,1
https://www.tiktok.com/@scoob1020,my cats definitely not getting that burger,Jun-17,1
https://www.tiktok.com/@leek_coder,Need to 10x that mayo but looks great 😁,Jun-15,1
https://www.tiktok.com/@devil.on.a.diavel,never wanted something more in my life 🤤🤤🤤,Jun-25,1
https://www.tiktok.com/@hakkimi01,no chili sauce??,07-Dec,1
https://www.tiktok.com/@user2877021761444,No egg please.,Jun-15,1
https://www.tiktok.com/@n_o_m_s_,"No spices, such a small sprinkle of salt and pepper",Jun-15,1
https://www.tiktok.com/@pez77,not gonna lie but that looks lush,Jun-27,1
https://www.tiktok.com/@shinyss1,now that was made with love ❤️,Jun-16,1
https://www.tiktok.com/@mikegwazowski,okay spongebob,Jun-16,1
https://www.tiktok.com/@kevin.tabibito,"Okay, but the onion ring-egg thing it’s actually genious",Jun-18,1
https://www.tiktok.com/@bkitty1122,Onion huh,Jun-15,1
https://www.tiktok.com/@notnow572022,Ooooooo Aaaaaaa,Jun-15,1
https://www.tiktok.com/@jinger.kramsin,Pickles and mustard don’t go with eggs,Jun-15,1
https://www.tiktok.com/@ragnarl34,plastic cheese,Jun-23,1
https://www.tiktok.com/@ohitsj9,please and thanks 😁,Jun-15,1
https://www.tiktok.com/@derrickmckoy843,Please cook a few seconds longer,Jun-15,1
https://www.tiktok.com/@franklin.sloan.sm,"Real life, crabby patty",Jun-15,1
https://www.tiktok.com/@soulxdi,remove mayo and add ketchup,Jun-15,1
https://www.tiktok.com/@bowers79,ruined it with the sauces. can't even taste the burger,Jun-16,1
https://www.tiktok.com/@cannonfire2002,Skimpy on the beef if you ask me,Jun-16,1
https://www.tiktok.com/@hyeri4391,So wats the secret formula 😈,Jul-21,1
https://www.tiktok.com/@heavenhearted3,start cooking the burger first then onions and eggs then buns. That burger is undercooked,Jun-16,1
https://www.tiktok.com/@letsdebate2021,"Sub mustard, add ketchup",Jun-16,1
https://www.tiktok.com/@v77ckk,Swap the tomato with another patty & we sorted 👍,Jun-21,1
https://www.tiktok.com/@ornery_apollo,Take the pickles off and we good,Jun-16,1
https://www.tiktok.com/@bestydevvv,take the tomato out and we chilling,07-May,1
https://www.tiktok.com/@alexjalba0,Tf with these comments? Make it yourself if you dont like it…,Jun-19,1
https://www.tiktok.com/@crazyk622,Thank you for not smashing the burger flat,Jun-15,1
https://www.tiktok.com/@ninjaix0,that burger looks undercooked,Jul-15,1
https://www.tiktok.com/@alanoxley7,That egg finished cooking three business days before the burger...,Jun-20,1
https://www.tiktok.com/@georgeb7777,that egg is fked,Jun-21,1
https://www.tiktok.com/@brucetankink,that is the krusty crab burger,08-Apr,1
https://www.tiktok.com/@bloodchilde,That is the lettest lettuce to ever let us,Jun-16,1
https://www.tiktok.com/@haribogumy,that looks so burger,07-Mar,1
https://www.tiktok.com/@fancypants33,that was such a polite video. not sure why I feel that way but it was so wholesome,Jun-16,1
https://www.tiktok.com/@pornsyrup,That’s what the paper is for?! I thought it was to separate the patties,Jun-16,1
https://www.tiktok.com/@red67340,That's an upside down Wendy's burger?,Jun-15,1
https://www.tiktok.com/@zola432507,thats looks like a nice cheese burger but i prefer not to have the tomoato in 👍,Jul-26,1
https://www.tiktok.com/@bryonkavanagh,The egg yolk should be runny 86 the top bun and half of the mustard,Jun-15,1
https://www.tiktok.com/@rizn_one,The fact that you did not make this into a hideous smash burger🥰,Jun-15,1
https://www.tiktok.com/@zachary.hunter86,The mess u needed a ripe tomato,Jun-14,1
https://www.tiktok.com/@zmak916,The most important thing on a burger is missing onions,Jun-16,1
https://www.tiktok.com/@scrutmonkey,The onion egg trick….that’s brilliant!,Jun-15,1
https://www.tiktok.com/@shazzaroogirl29,These burgers are made with love not like the fast food joints 😳,Jun-18,1
https://www.tiktok.com/@bruno.ali87,third,Jun-14,1
https://www.tiktok.com/@henrydean1,this how I thought burger king made all of there burgers. 😂,Jun-18,1
https://www.tiktok.com/@michaelmccunney,This is not the way.,Jun-15,1
https://www.tiktok.com/@bradleywaffles,this person has cracked the Krabby pattie secret formula,Jun-16,1
https://www.tiktok.com/@secretpsychology,This pmo,Jun-15,1
https://www.tiktok.com/@hauntedduran,this what i expect from mcdonalds,Jun-16,1
https://www.tiktok.com/@hank14973,Today’s winner is 👏👏👏👏,Jun-15,1
https://www.tiktok.com/@jumpesdvnz2,Too much mustard.,Jun-30,1
https://www.tiktok.com/@jozsogoated,ts a krabby patty,Jul-17,1
https://www.tiktok.com/@samrawitsolomon57,was perfect then tomato show up,Jun-19,1
https://www.tiktok.com/@m_lastname,What color onions do you guys prefer?,Jun-16,1
https://www.tiktok.com/@benben1964,what you do with the rest of the onion?,Jun-20,1
https://www.tiktok.com/@bbhad_bbunnyy,"WHAT'S THE WHITE ""STUFF"" IN THE RED (KETCHUP/CATSUP) BOTTLE?🤔",Jun-16,1
https://www.tiktok.com/@pambrown2015,Where’s the bacon 🥓,Jun-30,1
https://www.tiktok.com/@twoscoups8,Why cook the egg bun and onion before burger is even on?,Jun-21,1
https://www.tiktok.com/@castlekeeper2,Why do people put sauces on bun with veggies. Sauces need be on the meat …..,Jun-15,1
https://www.tiktok.com/@darksoldier2003,why do people squish their patties?,Jun-15,1
https://www.tiktok.com/@jimmycampbell729,why heat the pickles up?,Jun-15,1
https://www.tiktok.com/@rokger69,Why is the ketchup white,Jun-17,1
https://www.tiktok.com/@anhb199,why its unhealthy?,Jul-24,1
https://www.tiktok.com/@john.t6535,Why they always use this cheap bad cheese?,Jun-18,1
https://www.tiktok.com/@chrizzztiam,why would an egg be there,Aug-19,1
https://www.tiktok.com/@40oz.to.freedom,why your cheeseburger only have one slice of cheese?,Jun-16,1
https://www.tiktok.com/@super_pooper_fart_man,"Wow, so much cheese",Jun-19,1
https://www.tiktok.com/@mauro.realtor,"Wow, this looks delicious 🤤",Jun-15,1
https://www.tiktok.com/@djbigchris_72,You lost me with the egg 😂😂😂😂😂,Jun-15,1
https://www.tiktok.com/@judah8888,your fired! my service time was way too long!,Jun-15,1
https://www.tiktok.com/@mondaris,,Jun-15,1
https://www.tiktok.com/@stefankoninghn,10-Oct,Jun-18,0
https://www.tiktok.com/@joey_gggg,$22.50 in most restaurants,Jun-16,0
https://www.tiktok.com/@allenjwilson,$25 later! 🤦‍♂️,Jun-15,0
https://www.tiktok.com/@dakotafunct,1000/10 would eat. (10/10 doesn’t quite illustrate the point),Jun-16,0
https://www.tiktok.com/@rishichilli,2 eggs,Jun-17,0
https://www.tiktok.com/@5_7jaylo,2k calories 🥀,07-Jul,0
https://www.tiktok.com/@captain.jack662,3000 calories,Jun-17,0
https://www.tiktok.com/@munetonmarco,"42 seconds of my life, wasted, watching this nasty ass burger being made",Jun-15,0
https://www.tiktok.com/@danapickering493,50 bucks please!,Jun-15,0
https://www.tiktok.com/@hous555,9 l a w i,Jun-19,0
https://www.tiktok.com/@hunter_21360,A mi me gusta la amburguesa solo con la carne y los pepinos y el queso,08-Jun,0
https://www.tiktok.com/@heisen7berg7,A work of art,Jun-18,0
https://www.tiktok.com/@tkutz7,“burger” ass burger 😭,08-Feb,0
https://www.tiktok.com/@about2go3,“Made with love” ahh burger🥀,Jun-17,0
https://www.tiktok.com/@flosfilmecke,❤️,08-Feb,0
https://www.tiktok.com/@enu2759,❤️❤️,Jul-26,0
https://www.tiktok.com/@cleinyerabreu4,❤️❤️❤️,07-Dec,0
https://www.tiktok.com/@luis_raul_24,❤️❤️❤️,Jun-15,0
https://www.tiktok.com/@martinstargate,❤️❤️❤️,Jun-19,0
https://www.tiktok.com/@darrick072,Absolute hard no with egg on a burger.,Jun-15,0
https://www.tiktok.com/@sutherlandplace,Absolutely beautiful,07-Jun,0
https://www.tiktok.com/@thomas.brown059,Absolutely delicious,08-Nov,0
https://www.tiktok.com/@plumdogmillionaire1,Add bacon,07-May,0
https://www.tiktok.com/@the.decent.1,Added seasoning: micro plastics,07-May,0
https://www.tiktok.com/@consumerjournalist,All good…. Then I saw the tomato (lack of) prep.,Jun-18,0
https://www.tiktok.com/@user9078157101621,All looks good except the tomato has the tough core in the centre,Jun-16,0
https://www.tiktok.com/@chris0000000000000000000,All of y’all are such egg haters 😭😭😭,Jun-15,0
https://www.tiktok.com/@eeeezeemeee,always on that mf egg.,Jun-15,0
https://www.tiktok.com/@user786925485138,always put lettuce n tomatoes on the mayo side n the pickles n onions on the mustard side. mayo n tomatoes make for a juicy burger. dont forget to add bacon on the mayo side.,Jun-15,0
https://www.tiktok.com/@user3969617374315,Amazing,08-Mar,0
https://www.tiktok.com/@arragoth,amazing,07-Dec,0
https://www.tiktok.com/@tulketh,Amazing,Jun-21,0
https://www.tiktok.com/@epdilo03,Amazing minus the pickles,Jun-16,0
https://www.tiktok.com/@redlightr,AMSR for making a cheeseburger awwww.,Jun-16,0
https://www.tiktok.com/@mikeorourke925,and now it's cold!,Jun-18,0
https://www.tiktok.com/@wilmienduplooy,and then you break the egg yellow 🫣,Jun-15,0
https://www.tiktok.com/@ruffininngeneralmanager,Anyone else triggered by the mustard being in a red bottle?,Jun-16,0
https://www.tiktok.com/@lukeomalley9,Anyone that fries an egg in an onion ring need putting on death row… more so if that onion ring isn’t beer battered.,Jun-18,0
https://www.tiktok.com/@309492581_,✌️👌👌,Jun-21,0
https://www.tiktok.com/@airielzaman,Apa yang ayu sangat kau buat burger ni,07-Jan,0
https://www.tiktok.com/@bocahbocil25,area aman,Jun-15,0
https://www.tiktok.com/@dbamhw,art.,Jun-30,0
https://www.tiktok.com/@kaaaaarl89,aus der Roten Flasche kommt Mayo raus 😳,Jun-18,0
https://www.tiktok.com/@son_of_cars,BBQ sauce is king,Jun-16,0
https://www.tiktok.com/@obyto111,bean soup theory going crazy in the comments,Jun-16,0
https://www.tiktok.com/@enriqueruiz9937,Beautiful,Jun-15,0
https://www.tiktok.com/@branscott3,beautiful,Jun-15,0
https://www.tiktok.com/@hingle.mccringleb5,Beeschurger,Jun-16,0
https://www.tiktok.com/@fwmjosh,beese chrurger,Jun-15,0
https://www.tiktok.com/@user614049332,beesechurger? 😳,Jun-18,0
https://www.tiktok.com/@colombdl9i6,beesechurgers,07-Jan,0
https://www.tiktok.com/@aistoriesforalltiktok,better then anything you buy at outside restaurants,Aug-18,0
https://www.tiktok.com/@._.snalemale,bit cheap with the one onion ring buddy,Jun-16,0
https://www.tiktok.com/@martiantraash,bro gatekeeping a several hundred year old invention😭,Jul-19,0
https://www.tiktok.com/@user98257840026646801184,bro made emoji burger,07-Aug,0
https://www.tiktok.com/@doomscroller389,Bro really made a cheese burger 😂😭✌️,Jul-20,0
https://www.tiktok.com/@petergrenfell,buns mustard meat cheese pickles thats all that goes on a cheeseburger,Jun-15,0
https://www.tiktok.com/@pippusaugustus,"buono, ma fa spruzzare il water",07-Aug,0
https://www.tiktok.com/@multi_edtiszz,BURGER,Jun-18,0
https://www.tiktok.com/@kenzo.music01,burger cangreburger,Jun-18,0
https://www.tiktok.com/@pbrooketurner,Burger of the GODS!,Jun-19,0
https://www.tiktok.com/@a_trey0,Burger should be at the bottom of the,Jun-15,0
https://www.tiktok.com/@afham.najwan.786,burger tepi jalan,08-Nov,0
https://www.tiktok.com/@_ciksombong,burger tepi jln lg sedap,Jun-19,0
https://www.tiktok.com/@dainyuun,burger.png,07-Dec,0
https://www.tiktok.com/@dw19024,Burst yolk no good,Jun-18,0
https://www.tiktok.com/@miker.s1,but my mouth can't fit to eat that burger,Jun-19,0
https://www.tiktok.com/@oblivionsun,C-,08-Sep,0
https://www.tiktok.com/@carlosarxe,cada detalle perfecto,07-Aug,0
https://www.tiktok.com/@luisgarcia7808,Can I get more seasoning on it? 😅 Looks good though,Jun-16,0
https://www.tiktok.com/@slinks153,Can we get a seasoned burger next,Jun-16,0
https://www.tiktok.com/@forgotgoat,Can we stop smashing the fuck out of the patties please,Jun-16,0
https://www.tiktok.com/@milkboy760,can you make that one big burger in teen titans,07-Nov,0
https://www.tiktok.com/@mozzarellasticks63,Can’t forget the Nuh dropping!,Jun-20,0
https://www.tiktok.com/@florinanamaria25,castravete cald?Dezgustator,Jun-22,0
https://www.tiktok.com/@komparse2,Cheeseburger?,Jun-21,0
https://www.tiktok.com/@christian.almonte22,Cheeseburgers don't get lettuce tomato or eggs....this is a burger,Jun-15,0
https://www.tiktok.com/@jb.comm,Classic SpongeBob type,Jul-27,0
https://www.tiktok.com/@la_danw,come al mcdonald 🤣🤣🤣🤣🤣🤣,Jul-29,0
https://www.tiktok.com/@gamese7en,Come to Texas,Jun-15,0
https://www.tiktok.com/@union.laborer,come.on man were r the fries? the cold drink? Just kid n,Jun-15,0
https://www.tiktok.com/@skidibipuch,como que quitandole el huevo quedaria de 10😃,Jun-17,0
https://www.tiktok.com/@extra_blkrz,could use more mustard,Jul-14,0
https://www.tiktok.com/@jeffreydmarble,couple of slices of bacon...perfection.,Jun-15,0
https://www.tiktok.com/@fourstrokegang,Crabby patty irl,Jun-15,0
https://www.tiktok.com/@akannisin,Crabbypaddy,07-Nov,0
https://www.tiktok.com/@stevehenslee,cut that hard white piece out of the tomato center please 🙏,Jun-16,0
