review_id,reviewer_name,rating,review_text,scraped_at
Ci9DQUlRQUNvZENodHljRjlvT2tabU1HcFFWVVZ4VEhkb1FVUjBOSEZPYWxKU1RtYxAB,,5.0,"dateng ke mie gacoan tuparev mepet jam makan siang alhasil lumayan nunggu gak cukup lama pesanan dateng. suasana cukup ramai dan seperti biasa keadaan panas di cirebon wkwk tempat duduk ditentuin sama kasir kurang disitunya aja sih, tapi semuanya masih bisa dimaklumi. untuk harga masih terjangkau, dan rasanya ya enak.",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT2tKdGRsUnRhbWd3WkUxMmJYUmhSVnAxWVZWSWVIYxAB,,5.0,"Selasa, 9 Desember 2025. Mau order antri panjang. Untung orderan untuk ojol lagi kosong jadi dibuka untuk Umum, Jadi bisa dibuka ordernya. Bayar QRIS nya dilayar kasir, jadi gak bisa dlscan sendiri harus bantuan kasir. Sebelum makan disini kalau baru mendingan tanya dulu Soalnya biyar dapet meja dulu. Soalnya ada beberapa tempat lain orderan nya lewat barcode. Kalau disini masih terima cash. Mie gacoan level 2 masih terasa enak berasa, dan akhirnya berkeringat. Tapi tetap enak, pangsit ayamnya tuh beda dari tempat lain. Disini gak terlalu kering dan berasa. Siap-siap aja bolak-balik, pesen minum bunyi baru ambil, bunyi lagi ambil Snack. Untuk mie sih emang dianter, Saran saya masukkan aja. Kalau bisa pesanan nya mendingan kalau udah selesai semua baru bunyi sekali aja. Biyar gak bolak-balik. Jadi pelayanan nya nanggung,. Dianter apa self service,. Tidak disediakan tisu, Jadi siap-siap aja bawa tisu dari rumah kalau yg tiap sehabis makan biasanya lap pakai tisu, atau berkeringat kepedesan mendingan sediakan tisu dulu deh. Untuk petugas parkir cuma Nerima duwit aja dan cuma ngasih kertas, gak ada catatan apa2 nomer kendaraan atau parkirin kendaraan atau nyebrangin kendaraan. Enak-enak aja didepan ngerokok dan gitaran, nantinya amit-amit kalau ada kendaraan bermasalah atau hilang pasti gak mungkin ada tanggung jawabnya.",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT210YVlWaHNRamRwWm10NFVteDFha0ZGYWtwWk5tYxAB,,5.0,"Kayanya mie nya ketuker.. pesan mie gacoan lv 1 2 porsi, yang 1 sambel nya normal nah yang satu nya banyak sekali sambel nya. Rasa mie gacoan juga harusnya cenderung manis kan tapi ini lebih ke gurih kaya mie hompimpa. …",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT21WdlZHYzFhR3d5TkhwTFlYRk5TVEZTV1VsS2IwRRAB,,1.0,Lambat pesen jam 18:47 sampe jam set 9 belum jadi jadi pesenan take away nya...!! Kalo di rasa nggak kuat nerima orderan pembeli banyak jgn nerima orderan dulu!!,2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT214S1VqbDJaMVpwU25Kb1FVOTNXREk1U0dGdk1uYxAB,,5.0,"makanann enakk serius mie terpedas di Indonesia, cocok banget buat kalian para gen z yang suka makanan pedaaaassssss",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT2s5clVqTkJZVU5oUVRoNGVVTlJkalZoT0V0RlJXYxAB,,5.0,"Pelayan nya pada ramah ramah, mie nya juga enak. Saya udah dari lama kesini tetap ga berubah rasa mie nya tetep enaakkk",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT2xrMWJuYzNjM2RETFZSdmMwRk1VVW94U0VwWVJuYxAB,,5.0,"kalau makan gacoan favorit di cirebon suka sekali disini (mau takeaway ataupun dine in), pelayanannya gercep dan helpful, tempatnya jg bersih, apalagi ada mushollahnya yg bersih juga",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT20xNVpVdGhiRlJJUTNob2JIQkpVazlvYWpKUmRHYxAB,,1.0,"Sistem nya aneh, sudah ada QR dimeja untuk pesan, malah disuruh antri, percuma ada QR. #backtobasic Harap jadi perhatian.",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT21kaWNuQXhYME4zVjFkaVRIaFZRa2xSVEhaWVlXYxAB,,5.0,"Pelayanan sangat ramah ,makanannya semua enak kualitas sangat baik",2026-08-31T16:52:26
Ci9DQUlRQUNvZENodHljRjlvT2pSMVZXWmxWRlZZU0U5ZlZGVXplRWhSY0Y5Q2JrRRAB,,5.0,"⭐⭐⭐⭐⭐ Pertama kali makan di Mie Gacoan Tuparev dan puas banget! Pelayanannya ramah, …",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT25kUWJFOVljSFJDYTIxeE0yaE5hemxXWDFScVdVRRAB,,1.0,layanan bintang 1 Mas-mas kacamata Minggu 5 Juli 2026 Pkl. 23:20 TOLONG AJARI SOP PELAYANAN KE KARYAWANnya YANG BENER. MUNGKIN UDAH CAPE TAPI HARUS TETAP PROFESIONAL Ketus Bgt ngomongnya. Padahal cuma ditanya Level Mie yg kita pesan aja jawabnya ketus bgt,2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT2xSTGVDMW5OVGxUWmxjelgwUmFPRmxUVEdsclVuYxAB,,1.0,"wahhh kecewa bgt si,masa pesen buat di take away,kok dilewat sampe 4 antrian nunggu sampe 1 jam,udh tau salah krywn gada minta maaf nya. kacaw!",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT2prMWR6VnRWMWczU2xGWWNreHNURGhyZUdzNU9IYxAB,,5.0,"tempatnya luas, nunggu makanan juga gak begitu lama... apa emang lagi gak rame ya. pesen mie lv 1 tapi pedes banget gak kaya biasanya.",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT21GNFZXeGhkM1JEUVRoaGFqWkVSRXRFZWxoRlEyYxAB,,5.0,"Pelayanannya okeeee, makanannya juga keluarnya cepet rasanya konsisten daaan suasanya nyaman lagi ujan jdi pas bgt makan yg hangat2 dan pedas",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT2psaFJYRkRiR1phYzJ0UmJsSnhXV1YwY1ZsR1gyYxAB,,5.0,"Mienya enak,porsinya banyak dan dimsum nya enak dan ukurannya gede²,harganya juga terjangkau buat kalangan menengah kebawah. Pokoknya sangat memuaskan makan digacoan",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT201WlpXOXFWa05UWXpscGFFRTVjbmw0UlRoMU9IYxAB,,3.0,"Mungkin bisa lebih diperhatikan lagi untuk ketelitian dalam pesanan. saya pesan yang paket combat A yg dmn dstu include nya lemon tea 2 tp malah mau diksih mineral water. mana udh nunggu sejam, dtg jam 8 jam 9 baru keluar untuk perdimsuman nya, dgn pesanan yg salah pula, next nya di tingkatkan lagi ketelitian sm me- manage waktu nya.",2026-08-31T16:52:32
ChdDSUhNMG9nS0VJQ0FnTURJMzVEdF93RRAB,,5.0,"Baru nyoba dan ternyata enak kenyang untuk porsi sy ya Td antri tp ga bgtu lama nunggu mungkin karena cuaca hujan Pelayanan cepat, penyajian cepat Semoga klo mampir lg wlw antri tp sebentar",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT20xeWNESkZjak5PU0VGRmRraFNNR2hKY2tGRU1FRRAB,,5.0,"pelayananya sangat baikk, dan makanannya juga enak, udah berkali-kali kesini pokoknyaa mantapp🫰🫰👌👌",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT2xCeE9WQmpPVUUwVUVReGVUSTFlVjl0YTJ4RlNXYxAB,,1.0,"Untuk tempat bagus. Makanan juga enak, sayang pelayanan kurang,buruk sekali pokoknya 1 .lama 2.saya pesen minum an aja bolak balik belom jadi mulu ampe makan keseret …",2026-08-31T16:52:32
Ci9DQUlRQUNvZENodHljRjlvT2xjNVVFUkZXSGxNTmtKSVptUnFSazlvV0dKNGRHYxAB,,5.0,"Selalu tidak kebagian parkir mobil di dalam karena ramai. Jadi parkir di halaman parkir sinar jaya. Walaupun ramai pengunjung tetapi cukup cepat datengnya makanan ke meja. Malah minumnya yang telat datang. Suasananya cukup enak tapi ya karena ramai jadi cenderung agak mengganggu kebisingan terlebih suara panggilan pesanan dari pegawainya kayak di puskesmas 😭😭 Tetapi, bagaimanapun gacoan akan selalu jadi alternatif untuk makan murah dan selalu buka 24 jam 😬👍",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT21SRlUwdE1lRlJWZDNsMGREVlhPREpEWjBWSVRWRRAB,,4.0,Pelayanan mantap dan makanan nya sangat mantap & higienis. Mungkin kedepanya/secepatnya bisa ditambah tissue per meja & music (no copyright) agar suasana hidup di lokasi.,2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT2pGNGFrRkRZWGs0VmxwVFFYaEZiV040UW1veGIxRRAB,,1.0,Meja lengket ngga di bersihin untuk pemanggilan pesanannya suaranya nga jelas kaya suara orang dipanggil di puskesmas tolong dong perbaiki 👁️✋🏽 …,2026-08-31T16:52:39
ChZDSUhNMG9nS0VJQ0FnSUR2Nk1HSEdnEAE,,5.0,"Cabang mie gacoan yang worth it, harga menu terjangkau dan rasa juga standar enak. Parkiran luas, antriannya tapi lumayan juga disini karena banyak peminatnya. Tempat nyaman, ada open space juga untuk event.",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT210UmEwZHRTbUpMYWpGRWVWSXpaRVV0VUV4dFNrRRAB,,1.0,"Mohon maaf untuk KK pelayanan cowo,pake masker,yg nganterin makanan ke meja,sebaiknya dijaga attitude saat melayani customer,ngga ush bung muka, ngga usah ngegebrak pesanan kemeja kita,ngga ush jadi pelayan kalo ngga bisa melayani customer dengan baik. Benerin dulu attitude nya🙏 …",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT2pWRVpFNHdWRUYzY1hCUWMyOVVjR1ZEVjBKWmIxRRAB,,5.0,"kasir nya ramah pwoll melayani dengan senyumana (cantik binggow si teteh na), pelayanan nya bagusss bingitss pada ramah ramah. makanan yang dateng nya itu masi anget anget n it's really nice. totally good kalo mau makan disini cz dari segi harga pun sangat sangat sangat terjangkau dan andalan ketika lapar♡",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT25aNmRFMUVSVGhITmkxYWMzUXhRalpCT1dZMlFtYxAB,,5.0,"Terimakasih…….pengalaman pelayanan yang sangat baik, aku pesan gacoan lv 1 sambal d pisah/di samping tp saat pelayannya sampai di depan meja aku dia sadar pesanan salah karena sambal ngga dipisah, jadi dibawa lagi ke dapur, dan setelah …",2026-08-31T16:52:39
ChdDSUhNMG9nS0VJQ0FnSUMzNUtmWjRRRRAB,,5.0,"Tempat ini merupakan cabang ke 3 di cerbon ya.... ga perlu banyak kata-kata ya...sudah tau lah kualitas yamie taste dan affordable harganya... banyak saingan cuma keliatan ya yang bertahan itu karena memang kualitas tetap terjaga... Dan...trik ketika ingin dine in tanpa antre panjang ya pas pagi pas awal buka,hee... Kami kesini jam 9...nyaman donk...ga rame...tapi gofood ga berhenti-berhenti berdatangan... Cuaca pagi ini habis hujan jadi adem yaakk... cuma sedikit saran saja...coba kebersihan meja d cek lagi ya...kami kesini termasuk yang awal datang..tapi mejanya masih licin ya...mungkin terlewatkan di lap atau bagaimana gitu... its ok...kami lap pake tisu sdh lebih kering mejanya sih... Oya disini sistemnya self service ya...nti oas pesen dikasih bel gitu...nti klo sudah bunyi kita tinggal ambil sendiri pesenannya ke area self service itu.",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT2kxb1J6SjFlWFYxTTBsTlYwdGlOVGh2WXpOdVozYxAB,,5.0,"Antri tapi cepet kok pelayanannya. Cobain paket combat yang buat 2 orang. Kenyang banget, akhirnya udang keju dan udang rambutannya minta ku take away (nambah 1.000 buat sterofoam kecil).",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT25GU1l6QnhPR0ZpY1hSRU9GOUVZMkZsYldGaWFVRRAB,,3.0,"setelah waiting list akhirnya dapet tempat duduk, tapi ga seperti biasanya, makanan yg dateng lamaaaaa banget. sejam lebih. …",2026-08-31T16:52:39
Ci9DQUlRQUNvZENodHljRjlvT2tONFlWSmxlRmx5TjJ0MVluQkdWVVJTWmpOaVRVRRAB,,5.0,"pelayanannya cepat, waiters nya juga ramah dan kasirnya informatif",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2xFMlNscGxlVUV5ZHpORllXeGhUelpOYzBkRWMzYxAB,,5.0,"makanan nya enak, pelayanan nya bagus bgtt",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT21OcmRsWTVRVGhYVVRock1uZEhjVUpzYTJKbmQyYxAB,,1.0,"Baru pertama kali seumur hidup beli gacoan di tuparev di tanggal 03.07.2026 pesen mie gacoan di jam 21.40 - 22.30 tidak datang, datang di menit 22.33 mie nya keadaan dingin GK enak dimakan. Mohon di perhatikan lagi pesanan nya agar tidak kecewa makasih",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2tjeFdYQndXRGxUZDI4MVFsZG1WR3BZUWpCek9XYxAB,,1.0,"Layanannya aneh, ga jelas, masa nunggu antrian meja aja sampe 1 jam padahal banyak meja kosong. Saya sampe ngomong 3x buat mastiin baru dikasih meja Ga lagi² kaya gini bikin males!!!",2026-08-31T16:52:46
ChZDSUhNMG9nS0VJQ0FnSUNQeXYzQUd3EAE,,5.0,"Makanan sangat mantap untuk yang suka pede, layanan nya lumayan, kadang lama kalo misalkan emang lagi rame",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2pkRmEwSXljWGxtU0VsWmJURXdWVFJTTTNGT1RuYxAB,,5.0,porsi makannya yang pas dan rasa pedasnya yang mantap! Gacoan emang juara dalam menyajikan makanan yang lezat dan sesuai dengan lidah banyak orang. Pelayanan yang ramah dan harga yang pas membuat Gacoan menjadi pilihan utama untuk makan. Aku sangat puas dengan pengalaman makan di Gacoan dan pasti akan kembali lagi! 👌👏💯 Kamu sudah pernah coba Gacoan? Gimana pengalamanmu? 🤔,2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2s1bU1tWjRXSHA0WTFkdE5tRm9hV1ptTXpoZlVXYxAB,,1.0,PESEN LEVEL 1 GILIRAN DIMAKAN LEVEL 4 GMNA SIH!!!!!!! UDAH LAGI LAPER LAPERNYA AKHHHH!!!! KARYAWAN CEWE SURUH PADA MINUM AIR PUTIH JNGN PADA MINUM TUAK!!!,2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2taUVRGaFdURTg0Um5GalFXaFFXbFo1ZFdKMmFsRRAB,,1.0,"Layanannya ga jelas, memang kondisi lg ramai tp dr awal masuk udh tanya sama pelayannya bisa langsung pesan apa engga? Katanya bisa langsung dan kita diinfoin untuk langsung antri. Udh antri lama hampir setengah jam taunya sampai kasir …",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT25sWlNtMXpjRzgzYTB0VVpGTjNOVE5pVkdGclUwRRAB,,5.0,"tambah canggih gacoan ini, pesen pake barcode bisa bayar pake qris, aman gausah ngantri😍",2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT21ac1VWZHFWMU56TlhWUk1EUkxWaTEzVjFVMGJuYxAB,,1.0,Pelayanan Yang sangat kurang enak di dengar dari pelayang yang omongannya ketus seperti tidak mau melayani dan menanggapi sy sebagai cust. …,2026-08-31T16:52:46
Ci9DQUlRQUNvZENodHljRjlvT2t4amJVMXJjbFp1Y0hGb1gzbE1WbVp4ZVZRMFUxRRAB,,1.0,"di aduk gada kecapnya anjr, gd rasa manis asin,hambar, g enk jd ga selera mkn.",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2psSFNHUldiR3RIY0ZBeE5WSndVbll4YUhGVlpuYxAB,,1.0,Pelayanan buruk makanan tak kunjung datang 1.5 jam nunggu,2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT214YWVUbG5iVEUwUkcxRmVERktRVXBuV1hWT1dFRRAB,,3.0,"Rasa Makanan oke. Harga Masya Allah oke. Pelayanan kasir dan lainnya juga oke. Pesan aja buat mba cleaning. Bisa Khan punten dulu. Kita manusia masih ada disitu loh (Kalo kita lama ya maap namanya juga makan ya dikunyah dulu, selesai makan ya nunggu turun dulu makanannya). Toh pas tengok kanan kiri perasaan masih banyak tempat kosong ko. Keseluruhan okeh okeh aja. Cuma ya MBA YANG SATU ITU. GA ADA ETIKANYA.",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2xsTlRXWjJlVFp5YjBoeGMzQlhaVGRhTkVkUk9GRRAB,,5.0,"pelayanan nya bagus ramah ramah banget,mie nya juga enak banget tempatnya bersih jugaaa best pokok nyaa",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT21oNGFWb3pWWHBzY2kxTk1IWk9MVGt4YjB4dVMxRRAB,,5.0,"rekomendasi buat makan bareng rekan rekan setelah pulang sekolah,karna harga nya masuk ke kantong pelajar dan rasanya juga enak serta para staff yang bertugas sangat ramah",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2t0Sk0wUnZZVEZ2WXpoaFdGZzJXVkk1YW5oUVVFRRAB,,3.0,"Antara smoking area dan non smoking tidak ada batasnya. Tukang parkirnya parah banget, udah bayar parkir tapi gak disebrangin dan posisinya ini mobil, kalau motor mah gak masalah. Udah ditegur malah buang muka",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2t4TVJVRmFMV05pUzB4ak9HVk5SSGR2YjJndFFuYxAB,,1.0,Kalo pesan gacoan adapun kita pesan gorengannya seperti udang keju ketika minta extra sauce sachet cuma dikasi 1 walaupun kita pesen lebih dari satu gorengan tetep kalo minta extra sauce cuma dikasi 1 dengan pede nya crew bilang paling 1 …,2026-08-31T16:52:53
ChdDSUhNMG9nS0VJQ0FnSURidC1iQjNnRRAB,,5.0,"Seperti biasa selalu antri dan rameh, kirain ini cabang ke-3 di cirebon , ternyata yg di tentara pelajar pindah kesini, dan disana nya kosong gatau bakal dijadiin apa.. Tempatnya lebih luas dan lebih terang, ada tempat outdorr nya juga buat area smoking, tapi menurutku sih bagian belakang harusnya dijadiin smoking semua soalnya gaada bedanya , bedanya cuma di atap nya doang.. Parkirannya luas",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2toRVkyTnlTR2RaTW5CdlRHd3pXR1Z4YkhSeE4wRRAB,,1.0,"saya pesen take away nunggu nya lama padahal saya liat orderan nya ga begitu rame,giliran Ada orang baru dateng pesen take away lagi malah di duluin + Saya ga dapet sumpit",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT2s5NmVsTlZNa3RwZEZvNVkwbDRWbmR0Y25saFZsRRAB,,1.0,"Management pake otak dong ngatur strategi nya , kalo udah tau offlinenan rame yg online nya di matiin minimal 3 jam lah biar ga ngebludak. Ini ga kondusif melelahkan para yg nunggu take away dan yg makan di tempat. Kasian staff nya pada kecapean apa lagi ojol nunggu online sampe 1 jam 30 - 2 jam. Buruk",2026-08-31T16:52:53
Ci9DQUlRQUNvZENodHljRjlvT21sSWNreFFiMHhVZFc5WmJFaDNlV2d5VGtobFMwRRAB,,5.0,Kalau hari biasa antriannya tidak terlalu ramai. Tapi kalau datang weekand/hari libur padat sekali. Tiap bulan selalu makan disini bersama keluarga. Untuk menu paketan dine in lebih murah disini.,2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2pOWlpYUnlkVGN6Y0UxaVNIRlFaSGR0VGt4TGRrRRAB,,5.0,"makanan nya enak,petugasnya ramah,untuk tempat tempatnya bersih",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2xocGRtUXhNbWhtY2xaQkxVSmhiak0xWDNsdU1rRRAB,,2.0,"Penyajian makananya terlalu lama, pengambilan makanannya diccil, tidak sekaligus. Udah gitu sering salah sama detail pesanan. Nganterin camilannya tapi ga dikasih sumpitnya juga.",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2tsTmVIbzBaVVZvV2xReU16WkJhVkJVWTNVMVIyYxAB,,2.0,"kita makan nunggu samape 40 menit lebih, parah ni di gacoan tuparev, orderan online di dahuluiin terus. masukan buat gacoan mending orang packing tuh di pisah buat yang makan di tempat dan orderan take away!",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT25KYWQwb3dlalptU2pCVVdtNTFOVmRDYVhneU1HYxAB,,1.0,"Hitungan detik pas cek struk kasir salah input pesanan, revisi tidak bisa dengan alesan sudah d buat. .giliran udh nunggu di tagih makanannya belum jadi . .",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2xWWVFsOVdhbVYyWTFkdVZYQnFTa0ZSV1ZsM1FXYxAB,,5.0,Mie paling enak pedes nampol cuam di mie gacoan selain mie cemilannya pun enak2 harga murceh pelayanan oke tempatnya pun nyaman fasilitas lengkap ada musholah toilet juga bersih Mantap mie gacoan,2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT25ZMFZIaDBVR05hUnpCT2MwUlJiV2xwZVhkTldsRRAB,,3.0,"lain kali diperhatiin ya jam order buyernya. masa 10++ orang setelah saya udah dapet orderan takeawaynya tp saya belum jadi. dr yg awalnya rame sampe tinggal saya sendiri doang. trus akhirnya dibongkar"" lagi orderan lain yg udh jadi krn harus masukin orderan saya. diperbaiki ya",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT25kaFVsTTRUV3hsWTBKeFRVODNaMkYwVjI1ZlptYxAB,,1.0,"Buruk pelayanannya, beli level 1 malah dikasihnya level 3 lebih.",2026-08-31T16:52:58
ChdDSUhNMG9nS0VJQ0FnSURyeE9mUjlnRRAB,,1.0,"1. Awal dateng meja banyak yg kosong, tapi malah gaboleh milih, malah disuruh duduk di meja yg dekat dengan meja yg rame ( padahal ngehindarin istri dari asap rokok) …",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2xGWGFGQlVjMDlYVVZGTE4yeHJla1F6YjFBeWRHYxAB,,1.0,"barusan bgt makan, mau pesen lagi karna pengen nambah, udah ikut antrian sekitar 4/5 orang gitu, aku lg antri sambil balesin wa, tiba"" ada antrian baru disebelah kayak baru buka kasir satunya (tadinya cuma 1 kasir), tiba"" pas udh hampir giliran aku dibilang 1 antrian ke antrian yg baru padahal di antrian baru ada sekitar 8/9 orang, aku gamau, alasan kasirnya tadi aku udah dipanggil tapi ga denger kek what? dipanggilnya juga dari posisi kasir, aku langsung bilang ""ga jadi"" langsung pulang dalam kondisi badmood, padahal pertama kali makan gacoan lg setelah sekian lama, buat mbak kasirnya kalo baca ini, hari ku lg buruk mbak dan kamu bikin tambah buruk padahal aku makan gacoan buat ngobatin mood malah makin ancur, sorry buat tim gacoan, aku ga pernah kasih review buruk ke resto manapun meskipun pengalamannya buruk karena males aja ngetik, tapi kali ini bener-bener bikin aku dongkol",2026-08-31T16:52:58
Ci9DQUlRQUNvZENodHljRjlvT2xSNVZHb3lXR1Z2V1U0M1RqSjFObXhzVWpNeU1IYxAB,,5.0,"pelayanan nya bagus bgt, saya sering kesini terus tempatnya juga bersih",2026-08-31T16:52:58
